employee_id,employee_name,department,join_date,salary,email_address
EMP-406,Alex Russell,Sales & Marketing,2018-05-12,47180.0,alex.russell@racingteam.com
EMP-530,George Sainz,Sales & Marketing,2019-04-11,142175.0,george.sainz@racingteam.com
EMP-806,Lewis Piastri,Logistics,2015-06-04,65461.0,lewis.piastri@racingteam.com
EMP-942,Lewis Albon,Logistics,2015-01-17,119814.0,lewis.albon@racingteam.com
EMP-840,carlos Norris,Pit Crew,2018-05-27,74852.0,carlos.norris
EMP-487,George Piastri,Logistics,2022-09-15,104151.0,george.piastri@racingteam.com
EMP-692,Alex Leclerc,Pit Crew,2020-02-22,110463.0,missing_email@email.com
EMP-337,Oscar Alonso,Aerodynamics,2020-09-01,96688.0,oscar.alonso@racingteam.com
EMP-468,Oscar ALBON   ,Engineering,2018-12-25,125304.0,oscar.albon@racingteam.com
EMP-276,Lewis Alonso,Sales & Marketing,2018-09-19,51460.0,lewis.alonso@racingteam.com
EMP-299,fernando Sainz,Engineering,2020-03-16,53943.0,fernando.sainz@racingteam.com
EMP-258,Carlos Leclerc,Logistics,2018-05-18,120061.0,carlos.leclerc
EMP-780,Yuki Leclerc,Logistics,2023-01-14,81102.0,yuki.leclerc@racingteam.com
EMP-722,Alex Alonso,Sales & Marketing,2019-05-02,59239.0,alex.alonso@racingteam.com
EMP-382,lewis Verstappen,Pit Crew,2016-05-18,104641.0,lewis.verstappen@racingteam.com
EMP-855,Max Albon,Pit Crew,2022-02-24,128967.0,max.albon@racingteam.com
EMP-130,George Alonso,Pit Crew,2017-02-08,69215.0,george.alonso@racingteam.com
EMP-742,Lando Tsunoda,Sales & Marketing,2016-11-14,78438.0,lando.tsunoda@racingteam.com
EMP-482,George Piastri,Engineering,2019-07-03,50938.0,george.piastri@racingteam.com
EMP-507,Carlos Norris,Engineering,2015-10-25,93714.0,carlos.norris@racingteam.com
EMP-450,Carlos Albon,Aerodynamics,2017-12-25,45947.0,carlos.albon@racingteam.com
EMP-295,George Piastri,Aerodynamics,2015-06-26,84883.0,george.piastri@racingteam.com
EMP-150,George VERSTAPPEN   ,Engineering,2015-11-24,128744.0,george.verstappen@racingteam.com
EMP-483,Lewis Russell,Pit Crew,2019-12-02,102587.0,lewis.russell@racingteam.com
EMP-498,Alex Sainz,Sales & Marketing,2018-12-11,96116.0,alex.sainz@racingteam.com
EMP-106,Alex Tsunoda,Aerodynamics,2023-02-07,91469.0,alex.tsunoda@racingteam.com
EMP-279,yuki Tsunoda,Logistics,2015-05-18,111918.0,yuki.tsunoda@racingteam.com
EMP-620,Lando Russell,Aerodynamics,2020-08-12,118490.0,lando.russell
EMP-151,Yuki Tsunoda,Aerodynamics,2021-11-02,58352.0,yuki.tsunoda
EMP-549,Alex Norris,Engineering,2022-05-16,112045.0,alex.norris@racingteam.com
EMP-923,oscar Russell,Pit Crew,2020-02-06,143174.0,oscar.russell@racingteam.com
EMP-356,Max Norris,Aerodynamics,2020-10-29,54556.0,max.norris@racingteam.com
EMP-875,Lando Norris,Logistics,2018-03-24,135937.0,lando.norris@racingteam.com
EMP-823,Alex Tsunoda,Pit Crew,2019-03-23,88665.0,alex.tsunoda@racingteam.com
EMP-754,Lewis Russell,Engineering,2020-02-07,124395.0,lewis.russell@racingteam.com
EMP-402,Alex Verstappen,Sales & Marketing,2020-10-11,97538.0,alex.verstappen@racingteam.com
EMP-814,Alex Leclerc,Engineering,2019-04-04,112403.0,missing_email@email.com
EMP-650,Lewis Russell,Aerodynamics,2016-09-21,88286.0,lewis.russell@racingteam.com
EMP-775,Max Alonso,Pit Crew,2020-09-17,115282.0,max.alonso
EMP-357,Yuki Norris,Pit Crew,2021-07-21,143090.0,yuki.norris@racingteam.com
EMP-705,Fernando Verstappen,Logistics,2020-03-06,97797.0,fernando.verstappen@racingteam.com
EMP-114,george Russell,Logistics,2016-05-25,130054.0,george.russell@racingteam.com
EMP-755,Lando Russell,Engineering,2017-07-13,57838.0,lando.russell@racingteam.com
EMP-401,George Norris,Logistics,2021-06-12,103034.0,george.norris@racingteam.com
EMP-151,Charles Albon,Sales & Marketing,2022-08-30,91392.0,charles.albon@racingteam.com
EMP-748,Oscar ALBON   ,Pit Crew,2015-02-14,112195.0,oscar.albon@racingteam.com
EMP-596,Yuki Sainz,Engineering,2019-05-24,46032.0,yuki.sainz@racingteam.com
EMP-582,Oscar Verstappen,Logistics,2015-12-02,114228.0,oscar.verstappen
EMP-339,Fernando Alonso,Sales & Marketing,2020-01-13,86377.0,fernando.alonso@racingteam.com
EMP-718,Lewis Sainz,Sales & Marketing,2018-04-15,126070.0,lewis.sainz@racingteam.com
EMP-544,Lando Norris,Engineering,2019-03-30,86674.0,lando.norris@racingteam.com
EMP-519,lewis Leclerc,Engineering,2020-05-22,45358.0,lewis.leclerc
EMP-450,Alex Tsunoda,Aerodynamics,2015-06-06,106599.0,alex.tsunoda@racingteam.com
EMP-541,Oscar SAINZ   ,Pit Crew,2021-10-29,89068.0,oscar.sainz@racingteam.com
EMP-675,George Norris,Sales & Marketing,2023-02-01,82700.0,george.norris@racingteam.com
EMP-802,Max Norris,Logistics,2019-04-10,149862.0,missing_email@email.com
EMP-686,fernando Albon,Logistics,2021-05-05,110035.0,fernando.albon@racingteam.com
EMP-254,Max PIASTRI   ,Sales & Marketing,2021-01-26,107115.0,max.piastri@racingteam.com
EMP-149,Max Sainz,Engineering,2015-08-20,82914.0,max.sainz@racingteam.com
EMP-213,Yuki Albon,Logistics,2016-08-11,45205.0,yuki.albon@racingteam.com
EMP-724,Fernando Leclerc,Logistics,2017-06-13,58926.0,fernando.leclerc@racingteam.com
EMP-482,Lando TSUNODA   ,Logistics,2019-08-06,129554.0,lando.tsunoda@racingteam.com
EMP-899,Lewis Russell,Sales & Marketing,2019-04-10,105784.0,missing_email@email.com
EMP-617,yuki Alonso,Sales & Marketing,2017-01-23,116659.0,yuki.alonso@racingteam.com
EMP-829,George Verstappen,Engineering,2022-04-13,55133.0,george.verstappen@racingteam.com
EMP-559,fernando Alonso,Logistics,2018-11-25,115419.0,missing_email@email.com
EMP-421,Lando Tsunoda,Pit Crew,2021-04-01,55780.0,missing_email@email.com
EMP-664,lewis ALBON   ,Pit Crew,2019-05-15,142163.0,lewis.albon@racingteam.com
EMP-631,Fernando Hamilton,Sales & Marketing,2020-06-28,99646.0,missing_email@email.com
EMP-915,Oscar Albon,Pit Crew,2020-08-31,52857.0,oscar.albon@racingteam.com
EMP-910,George Alonso,Aerodynamics,2022-04-10,137240.0,george.alonso@racingteam.com
EMP-238,yuki Leclerc,Engineering,2018-10-14,94692.0,yuki.leclerc@racingteam.com
EMP-600,oscar Verstappen,Logistics,2022-10-12,149116.0,oscar.verstappen@racingteam.com
EMP-212,Max Sainz,Aerodynamics,2020-12-14,79809.0,max.sainz@racingteam.com
EMP-689,Fernando Alonso,Logistics,2022-01-13,136382.0,fernando.alonso@racingteam.com
EMP-793,Charles Leclerc,Aerodynamics,2018-10-15,125945.0,charles.leclerc@racingteam.com
EMP-643,Yuki Alonso,Pit Crew,2018-05-13,115772.0,yuki.alonso@racingteam.com
EMP-366,Carlos Tsunoda,Pit Crew,2022-01-01,108538.0,carlos.tsunoda@racingteam.com
EMP-321,Yuki Sainz,Aerodynamics,2018-06-16,123407.0,yuki.sainz@racingteam.com
EMP-373,Carlos Hamilton,Logistics,2020-06-28,103529.0,carlos.hamilton@racingteam.com
EMP-482,Carlos PIASTRI   ,Logistics,2020-11-17,48794.0,carlos.piastri@racingteam.com
EMP-917,Lewis ALBON   ,Pit Crew,2021-04-15,77754.0,lewis.albon@racingteam.com
EMP-512,Oscar Hamilton,Sales & Marketing,2018-09-02,146467.0,oscar.hamilton
EMP-601,Lando Alonso,Sales & Marketing,2019-11-19,113386.0,lando.alonso@racingteam.com
EMP-162,Oscar Albon,Sales & Marketing,2015-07-12,129320.0,oscar.albon@racingteam.com
EMP-555,Alex Albon,Pit Crew,2016-03-27,57853.0,alex.albon@racingteam.com
EMP-675,Lando Hamilton,Engineering,2018-03-15,109382.0,missing_email@email.com
EMP-857,Charles Piastri,Aerodynamics,2018-07-02,144227.0,charles.piastri
EMP-647,Charles Albon,Aerodynamics,2018-06-16,86222.0,charles.albon@racingteam.com
EMP-523,Carlos Albon,Aerodynamics,2021-07-20,99732.0,carlos.albon@racingteam.com
EMP-589,Oscar Sainz,Engineering,2016-05-08,105302.0,oscar.sainz
EMP-407,Charles Leclerc,Aerodynamics,2016-07-22,109752.0,charles.leclerc@racingteam.com
EMP-514,Charles Tsunoda,Logistics,2019-06-02,131900.0,charles.tsunoda@racingteam.com
EMP-380,Lewis Albon,Sales & Marketing,2022-04-30,55202.0,lewis.albon@racingteam.com
EMP-616,Fernando Norris,Logistics,2020-06-06,128039.0,fernando.norris@racingteam.com
EMP-731,Lewis Albon,Engineering,2015-04-17,135196.0,missing_email@email.com
EMP-299,Alex Piastri,Pit Crew,2015-12-09,103387.0,alex.piastri@racingteam.com
EMP-319,Lewis LECLERC   ,Sales & Marketing,2018-05-01,90780.0,lewis.leclerc@racingteam.com
EMP-125,George Albon,Sales & Marketing,2019-03-15,83543.0,george.albon@racingteam.com
EMP-108,Lando Alonso,Pit Crew,2019-02-07,51705.0,lando.alonso@racingteam.com
EMP-261,Oscar Albon,Pit Crew,2018-08-22,99046.0,oscar.albon@racingteam.com
EMP-666,Lewis Norris,Logistics,2021-12-27,60572.0,lewis.norris
EMP-581,Carlos Albon,Sales & Marketing,2020-08-11,134220.0,carlos.albon@racingteam.com
EMP-251,Lewis Leclerc,Engineering,2017-05-10,45183.0,lewis.leclerc@racingteam.com
EMP-921,Yuki Sainz,Aerodynamics,2015-08-17,83655.0,yuki.sainz@racingteam.com
EMP-616,Yuki Hamilton,Engineering,2022-04-09,69405.0,yuki.hamilton@racingteam.com
EMP-481,Yuki Alonso,Aerodynamics,2020-08-23,69696.0,yuki.alonso@racingteam.com
EMP-264,Max Tsunoda,Aerodynamics,2021-03-03,134356.0,max.tsunoda@racingteam.com
EMP-183,Yuki Tsunoda,Logistics,2018-09-11,131005.0,yuki.tsunoda@racingteam.com
EMP-760,Carlos HAMILTON   ,Engineering,2020-10-29,98961.0,carlos.hamilton@racingteam.com
EMP-353,Alex Leclerc,Pit Crew,2017-12-15,77421.0,alex.leclerc@racingteam.com
EMP-742,Lewis Russell,Engineering,2020-12-11,126123.0,lewis.russell@racingteam.com
EMP-246,Lando Alonso,Sales & Marketing,2020-11-27,143362.0,lando.alonso@racingteam.com
EMP-238,Fernando Tsunoda,Logistics,2023-02-24,99379.0,fernando.tsunoda@racingteam.com
EMP-108,Charles Norris,Sales & Marketing,2017-07-02,105591.0,charles.norris@racingteam.com
EMP-724,Oscar Russell,Pit Crew,2018-02-05,109871.0,oscar.russell@racingteam.com
EMP-368,charles Norris,Engineering,2020-07-04,99230.0,charles.norris@racingteam.com
EMP-108,Alex Leclerc,Engineering,2021-11-28,73474.0,missing_email@email.com
EMP-542,Fernando Hamilton,Sales & Marketing,2015-06-28,74431.0,fernando.hamilton@racingteam.com
EMP-106,Yuki Albon,Aerodynamics,2016-05-10,77401.0,yuki.albon@racingteam.com
EMP-495,Lewis Verstappen,Aerodynamics,2019-02-18,67521.0,lewis.verstappen@racingteam.com
EMP-338,lando Leclerc,Sales & Marketing,2020-08-03,105776.0,lando.leclerc
EMP-453,George Alonso,Engineering,2018-07-02,135176.0,george.alonso@racingteam.com
EMP-562,Max Alonso,Sales & Marketing,2018-07-04,132177.0,max.alonso@racingteam.com
EMP-796,fernando Albon,Sales & Marketing,2021-03-16,46504.0,missing_email@email.com
EMP-889,Charles Russell,Pit Crew,2022-06-22,88922.0,charles.russell@racingteam.com
EMP-664,Alex Alonso,Aerodynamics,2022-12-31,61563.0,alex.alonso@racingteam.com
EMP-843,Alex Tsunoda,Engineering,2021-12-12,70362.0,alex.tsunoda@racingteam.com
EMP-309,Charles Norris,Engineering,2015-11-17,106220.0,charles.norris@racingteam.com
EMP-603,George RUSSELL   ,Aerodynamics,2016-06-17,142162.0,george.russell@racingteam.com
EMP-361,Alex Alonso,Engineering,2021-08-08,113151.0,alex.alonso@racingteam.com
EMP-572,Oscar Leclerc,Sales & Marketing,2020-11-26,86059.0,oscar.leclerc@racingteam.com
EMP-720,Yuki Hamilton,Pit Crew,2017-02-17,133835.0,yuki.hamilton@racingteam.com
EMP-626,lando Alonso,Pit Crew,2021-07-20,45739.0,lando.alonso@racingteam.com
EMP-542,Fernando Tsunoda,Logistics,2015-06-01,108714.0,fernando.tsunoda@racingteam.com
EMP-575,Alex Hamilton,Aerodynamics,2020-05-29,77884.0,alex.hamilton@racingteam.com
EMP-373,Carlos Russell,Logistics,2020-02-19,91399.0,carlos.russell@racingteam.com
EMP-651,Lewis Piastri,Logistics,2017-09-07,132796.0,lewis.piastri@racingteam.com
EMP-218,Lewis Norris,Logistics,2016-04-20,61700.0,lewis.norris@racingteam.com
EMP-556,Lando Alonso,Pit Crew,2020-07-03,120514.0,lando.alonso
EMP-490,George Leclerc,Sales & Marketing,2018-01-05,64808.0,george.leclerc@racingteam.com
EMP-598,Lewis Russell,Logistics,2016-09-11,112552.0,missing_email@email.com
EMP-119,Alex Russell,Aerodynamics,2021-01-16,69886.0,alex.russell@racingteam.com
EMP-409,alex Piastri,Pit Crew,2016-02-29,62601.0,alex.piastri@racingteam.com
EMP-272,yuki Sainz,Sales & Marketing,2022-05-04,101485.0,yuki.sainz@racingteam.com
EMP-747,Max Verstappen,Pit Crew,2016-06-27,130208.0,max.verstappen@racingteam.com
EMP-534,Oscar Tsunoda,Sales & Marketing,2021-06-25,140802.0,oscar.tsunoda@racingteam.com
EMP-923,Yuki Piastri,Logistics,2021-11-16,96505.0,yuki.piastri@racingteam.com
EMP-185,Fernando Hamilton,Sales & Marketing,2017-12-21,69535.0,fernando.hamilton
EMP-208,Alex Norris,Pit Crew,2017-12-17,108646.0,alex.norris@racingteam.com
EMP-260,Alex Tsunoda,Sales & Marketing,2017-05-07,47376.0,alex.tsunoda@racingteam.com
EMP-449,Lewis Piastri,Sales & Marketing,2022-06-16,143724.0,lewis.piastri@racingteam.com
EMP-479,lando Albon,Sales & Marketing,2020-11-04,123311.0,lando.albon@racingteam.com
EMP-723,Yuki Sainz,Sales & Marketing,2022-10-23,144937.0,yuki.sainz
EMP-889,Alex Hamilton,Sales & Marketing,2015-05-05,127203.0,alex.hamilton@racingteam.com
EMP-396,Carlos Sainz,Pit Crew,2022-03-11,109738.0,missing_email@email.com
EMP-447,Carlos RUSSELL   ,Aerodynamics,2022-05-02,105079.0,carlos.russell@racingteam.com
EMP-526,Lando Verstappen,Aerodynamics,2022-02-02,84948.0,lando.verstappen@racingteam.com
EMP-419,Yuki Leclerc,Engineering,2019-01-29,104301.0,yuki.leclerc@racingteam.com
EMP-103,Fernando Verstappen,Aerodynamics,2017-10-19,145611.0,fernando.verstappen@racingteam.com
EMP-108,George Verstappen,Logistics,2019-02-17,109665.0,george.verstappen@racingteam.com
EMP-735,Carlos ALBON   ,Engineering,2017-12-19,65585.0,carlos.albon@racingteam.com
EMP-675,lewis Sainz,Pit Crew,2021-02-07,131266.0,lewis.sainz@racingteam.com
EMP-720,George Piastri,Logistics,2017-10-13,89939.0,george.piastri@racingteam.com
EMP-561,Charles HAMILTON   ,Aerodynamics,2022-10-15,105542.0,charles.hamilton@racingteam.com
EMP-576,Yuki Alonso,Pit Crew,2022-02-26,67273.0,yuki.alonso@racingteam.com
EMP-682,Fernando Russell,Sales & Marketing,2015-10-26,53851.0,fernando.russell@racingteam.com
EMP-294,Carlos Alonso,Engineering,2022-06-01,114220.0,carlos.alonso
EMP-342,Charles LECLERC   ,Pit Crew,2019-08-14,141345.0,charles.leclerc@racingteam.com
EMP-216,Yuki Norris,Pit Crew,2018-01-24,108242.0,yuki.norris@racingteam.com
EMP-132,Max NORRIS   ,Logistics,2019-05-11,113920.0,max.norris@racingteam.com
EMP-555,Carlos Russell,Sales & Marketing,2016-10-10,110956.0,carlos.russell@racingteam.com
EMP-919,Lewis Piastri,Aerodynamics,2020-07-09,138959.0,lewis.piastri@racingteam.com
EMP-266,Alex Sainz,Engineering,2015-08-05,99986.0,alex.sainz@racingteam.com
EMP-941,Lewis Albon,Aerodynamics,2021-07-22,141909.0,lewis.albon@racingteam.com
EMP-776,Lando Tsunoda,Sales & Marketing,2022-06-27,87389.0,lando.tsunoda@racingteam.com
EMP-790,Fernando HAMILTON   ,Sales & Marketing,2016-05-29,128744.0,fernando.hamilton
EMP-884,Oscar Tsunoda,Aerodynamics,2017-08-18,86904.0,oscar.tsunoda
EMP-492,Charles Alonso,Logistics,2021-02-04,95134.0,charles.alonso@racingteam.com
EMP-611,Lando Piastri,Logistics,2016-01-24,127689.0,lando.piastri@racingteam.com
EMP-462,lewis Alonso,Sales & Marketing,2022-10-26,134658.0,lewis.alonso
EMP-928,Carlos Leclerc,Engineering,2018-10-10,94797.0,carlos.leclerc@racingteam.com
EMP-720,carlos Piastri,Engineering,2019-02-03,73437.0,missing_email@email.com
EMP-688,Lewis Tsunoda,Logistics,2017-06-28,61809.0,lewis.tsunoda@racingteam.com
EMP-884,Lewis Norris,Engineering,2017-04-23,54849.0,lewis.norris
EMP-649,oscar Tsunoda,Logistics,2022-04-23,143695.0,oscar.tsunoda@racingteam.com
EMP-228,Charles Sainz,Engineering,2017-05-07,64025.0,charles.sainz@racingteam.com
EMP-918,Alex Sainz,Logistics,2021-03-01,133039.0,alex.sainz
EMP-831,lewis Hamilton,Pit Crew,2015-07-03,90839.0,lewis.hamilton@racingteam.com
EMP-943,Alex Leclerc,Engineering,2016-12-28,86830.0,alex.leclerc@racingteam.com
EMP-305,Oscar SAINZ   ,Aerodynamics,2023-02-22,121406.0,oscar.sainz@racingteam.com
EMP-737,Oscar Piastri,Logistics,2016-08-02,82128.0,oscar.piastri@racingteam.com
EMP-220,Max Verstappen,Pit Crew,2021-11-04,66755.0,max.verstappen@racingteam.com
EMP-888,Charles Albon,Logistics,2023-01-25,86628.0,missing_email@email.com
EMP-526,george Piastri,Engineering,2019-12-20,128071.0,george.piastri@racingteam.com
EMP-444,Fernando Tsunoda,Sales & Marketing,2019-04-16,102892.0,fernando.tsunoda@racingteam.com
EMP-282,Charles Hamilton,Logistics,2021-04-21,104682.0,charles.hamilton@racingteam.com
EMP-142,Lando VERSTAPPEN   ,Logistics,2017-12-24,107027.0,lando.verstappen@racingteam.com
EMP-204,Charles Alonso,Engineering,2016-01-29,107111.0,charles.alonso
EMP-568,Fernando LECLERC   ,Aerodynamics,2016-10-08,127324.0,fernando.leclerc@racingteam.com
EMP-741,oscar Verstappen,Engineering,2015-03-31,64978.0,oscar.verstappen@racingteam.com
EMP-402,Alex Sainz,Logistics,2019-10-07,105903.0,alex.sainz@racingteam.com
EMP-699,Lewis Tsunoda,Aerodynamics,2016-09-22,128958.0,lewis.tsunoda@racingteam.com
EMP-700,Charles Sainz,Logistics,2019-09-25,71263.0,charles.sainz@racingteam.com
EMP-681,Carlos ALBON   ,Pit Crew,2020-04-23,72720.0,carlos.albon@racingteam.com
EMP-873,Alex Piastri,Engineering,2016-12-27,54760.0,alex.piastri@racingteam.com
EMP-525,George Sainz,Aerodynamics,2018-05-29,73298.0,george.sainz
EMP-780,Alex Alonso,Pit Crew,2022-07-09,141457.0,alex.alonso
EMP-533,Charles Tsunoda,Engineering,2020-06-28,69523.0,charles.tsunoda@racingteam.com
EMP-686,Charles Piastri,Logistics,2017-09-22,50776.0,charles.piastri@racingteam.com
EMP-587,Lando Alonso,Engineering,2021-05-31,138934.0,missing_email@email.com
EMP-934,George Leclerc,Sales & Marketing,2019-04-29,107684.0,george.leclerc@racingteam.com
EMP-592,Alex Alonso,Sales & Marketing,2016-05-04,141070.0,alex.alonso@racingteam.com
EMP-529,Oscar Piastri,Sales & Marketing,2019-11-21,95968.0,oscar.piastri@racingteam.com
EMP-364,lando HAMILTON   ,Logistics,2017-05-27,129853.0,lando.hamilton@racingteam.com
EMP-353,George Alonso,Logistics,2021-06-07,99758.0,george.alonso
EMP-639,Lando Tsunoda,Logistics,2020-01-26,149844.0,lando.tsunoda@racingteam.com
EMP-353,Oscar Hamilton,Engineering,2022-09-03,126950.0,oscar.hamilton@racingteam.com
EMP-371,Lando Norris,Logistics,2018-09-04,138212.0,lando.norris@racingteam.com
EMP-245,Lewis Tsunoda,Pit Crew,2015-05-02,82237.0,lewis.tsunoda@racingteam.com
EMP-500,Charles Norris,Aerodynamics,2017-04-25,71958.0,charles.norris@racingteam.com
EMP-836,Oscar Alonso,Engineering,2020-04-28,143536.0,oscar.alonso@racingteam.com
EMP-117,Oscar Alonso,Aerodynamics,2020-11-17,70156.0,oscar.alonso@racingteam.com
EMP-186,Carlos Hamilton,Aerodynamics,2019-04-25,74418.0,carlos.hamilton@racingteam.com
EMP-756,Carlos Piastri,Aerodynamics,2017-10-03,96853.0,carlos.piastri
EMP-775,Charles TSUNODA   ,Sales & Marketing,2017-12-18,50610.0,charles.tsunoda@racingteam.com
EMP-298,Fernando Hamilton,Pit Crew,2020-06-24,93258.0,fernando.hamilton@racingteam.com
EMP-546,Lando Tsunoda,Logistics,2016-11-14,136318.0,lando.tsunoda@racingteam.com
EMP-653,Lewis Sainz,Pit Crew,2020-09-14,50747.0,lewis.sainz@racingteam.com
EMP-824,Yuki Hamilton,Pit Crew,2021-09-21,135681.0,yuki.hamilton@racingteam.com
EMP-355,Lando Tsunoda,Logistics,2021-09-04,143992.0,lando.tsunoda@racingteam.com
EMP-239,Alex Norris,Sales & Marketing,2016-05-09,145969.0,alex.norris@racingteam.com
EMP-233,Carlos Leclerc,Aerodynamics,2016-11-30,53383.0,missing_email@email.com
EMP-790,Lando VERSTAPPEN   ,Aerodynamics,2020-04-16,64671.0,lando.verstappen@racingteam.com
EMP-213,Alex TSUNODA   ,Logistics,2023-02-11,78540.0,alex.tsunoda@racingteam.com
EMP-240,George Verstappen,Pit Crew,2018-01-26,99415.0,george.verstappen@racingteam.com
EMP-418,Alex RUSSELL   ,Aerodynamics,2022-07-29,95279.0,alex.russell@racingteam.com
EMP-138,Lando Sainz,Logistics,2018-09-20,71406.0,lando.sainz@racingteam.com
EMP-499,Fernando Albon,Engineering,2021-08-22,148631.0,fernando.albon@racingteam.com
EMP-912,Yuki Alonso,Sales & Marketing,2019-03-15,111527.0,yuki.alonso@racingteam.com
EMP-597,Max Piastri,Logistics,2017-09-22,98354.0,max.piastri
EMP-142,Alex Verstappen,Aerodynamics,2021-02-16,84515.0,alex.verstappen@racingteam.com
EMP-205,carlos Norris,Sales & Marketing,2020-07-31,128930.0,carlos.norris
EMP-520,Oscar Albon,Logistics,2019-02-18,108115.0,oscar.albon
EMP-170,Oscar Leclerc,Logistics,2020-12-01,100461.0,oscar.leclerc@racingteam.com
EMP-616,Charles Norris,Aerodynamics,2022-03-07,115088.0,charles.norris@racingteam.com
EMP-880,Charles Verstappen,Logistics,2020-11-18,58176.0,charles.verstappen@racingteam.com
EMP-850,Oscar Verstappen,Aerodynamics,2018-11-19,135893.0,oscar.verstappen@racingteam.com
EMP-767,Alex Hamilton,Logistics,2018-02-02,97095.0,alex.hamilton@racingteam.com
EMP-949,Yuki Leclerc,Logistics,2015-11-21,73266.0,yuki.leclerc@racingteam.com
EMP-568,Yuki Norris,Aerodynamics,2017-04-14,68678.0,yuki.norris@racingteam.com
EMP-939,carlos Verstappen,Engineering,2021-10-02,122566.0,missing_email@email.com
EMP-475,Oscar Hamilton,Pit Crew,2021-01-26,52077.0,oscar.hamilton@racingteam.com
EMP-128,Max Hamilton,Engineering,2018-06-20,71440.0,max.hamilton
EMP-566,Charles Hamilton,Engineering,2016-01-14,95377.0,charles.hamilton@racingteam.com
EMP-281,george Sainz,Engineering,2020-11-25,54506.0,george.sainz@racingteam.com
EMP-339,Lewis Albon,Sales & Marketing,2017-07-09,79816.0,lewis.albon
EMP-788,Charles Russell,Engineering,2016-08-02,99819.0,charles.russell@racingteam.com
EMP-182,Charles Sainz,Logistics,2017-02-26,77778.0,charles.sainz@racingteam.com
EMP-860,Yuki Piastri,Pit Crew,2019-02-11,144193.0,yuki.piastri@racingteam.com
EMP-189,Fernando Piastri,Engineering,2021-06-04,85944.0,fernando.piastri@racingteam.com
EMP-803,yuki NORRIS   ,Sales & Marketing,2019-03-07,117924.0,yuki.norris@racingteam.com
EMP-940,Charles Albon,Pit Crew,2021-09-09,75122.0,missing_email@email.com
EMP-302,Lando Piastri,Aerodynamics,2015-01-29,131066.0,lando.piastri@racingteam.com
EMP-182,Carlos SAINZ   ,Logistics,2019-09-01,148840.0,carlos.sainz@racingteam.com
EMP-156,Lando Russell,Aerodynamics,2018-04-02,68149.0,lando.russell@racingteam.com
EMP-683,Lewis Alonso,Aerodynamics,2021-11-09,97978.0,lewis.alonso@racingteam.com
EMP-181,Oscar RUSSELL   ,Pit Crew,2020-02-05,129029.0,missing_email@email.com
EMP-393,Fernando Alonso,Engineering,2020-09-30,86110.0,fernando.alonso@racingteam.com
EMP-927,Oscar Tsunoda,Logistics,2017-10-02,56359.0,oscar.tsunoda@racingteam.com
EMP-647,Carlos Leclerc,Aerodynamics,2019-06-15,69420.0,carlos.leclerc@racingteam.com
EMP-122,Oscar Alonso,Pit Crew,2019-05-21,140257.0,oscar.alonso@racingteam.com
EMP-803,Lando Tsunoda,Aerodynamics,2018-02-28,125700.0,lando.tsunoda@racingteam.com
EMP-760,Alex Sainz,Aerodynamics,2022-07-13,117447.0,alex.sainz@racingteam.com
EMP-154,George Sainz,Sales & Marketing,2020-09-01,98626.0,george.sainz@racingteam.com
EMP-111,alex Leclerc,Aerodynamics,2015-04-14,62111.0,alex.leclerc@racingteam.com
EMP-806,Oscar Piastri,Aerodynamics,2015-11-09,62200.0,oscar.piastri@racingteam.com
EMP-447,Charles Albon,Engineering,2015-11-05,115232.0,charles.albon@racingteam.com
EMP-730,fernando Hamilton,Sales & Marketing,2017-08-25,58022.0,fernando.hamilton@racingteam.com
EMP-556,Max Albon,Aerodynamics,2018-08-07,149360.0,max.albon@racingteam.com
EMP-263,George Piastri,Sales & Marketing,2017-02-02,101640.0,george.piastri@racingteam.com
EMP-581,Oscar Sainz,Aerodynamics,2017-09-12,143707.0,oscar.sainz@racingteam.com
EMP-915,Lando RUSSELL   ,Pit Crew,2019-06-30,76270.0,lando.russell@racingteam.com
EMP-243,Oscar Hamilton,Logistics,2018-07-27,89909.0,oscar.hamilton@racingteam.com
EMP-478,Charles VERSTAPPEN   ,Pit Crew,2016-08-28,115761.0,charles.verstappen@racingteam.com
EMP-767,Oscar Russell,Pit Crew,2019-10-31,138423.0,oscar.russell@racingteam.com
EMP-848,Lando Norris,Engineering,2016-06-29,133753.0,lando.norris@racingteam.com
EMP-900,Carlos HAMILTON   ,Aerodynamics,2016-12-11,46424.0,carlos.hamilton@racingteam.com
EMP-820,Charles Verstappen,Aerodynamics,2017-05-20,52730.0,charles.verstappen@racingteam.com
EMP-767,fernando Piastri,Aerodynamics,2016-06-25,123792.0,fernando.piastri@racingteam.com
EMP-770,Lando Verstappen,Pit Crew,2018-09-19,121751.0,lando.verstappen@racingteam.com
EMP-911,Charles Leclerc,Sales & Marketing,2017-09-13,121435.0,charles.leclerc@racingteam.com
EMP-665,Oscar Alonso,Engineering,2017-09-05,75613.0,oscar.alonso@racingteam.com
EMP-689,George Albon,Pit Crew,2016-08-09,113321.0,george.albon@racingteam.com
EMP-870,Lando Albon,Sales & Marketing,2016-07-26,129491.0,lando.albon@racingteam.com
EMP-948,Lewis ALONSO   ,Engineering,2015-11-03,76640.0,lewis.alonso@racingteam.com
EMP-482,Lando Russell,Logistics,2016-04-27,108324.0,lando.russell@racingteam.com
